0.119948	-0.181500	-0.315120	
	0.000063	-0.006450	-0.355500
	0.110383	-0.057286	-0.325900
	0.180899	-0.120601	-0.261720
	0.100371	0.051598	-0.312010
	0.084856	0.140226	-0.276610
	-0.002413	0.252626	-0.239930
	0.072153	0.214177	-0.220150
	-0.002909	0.304849	-0.197390
	0.065666	0.270055	-0.178530
	-0.003364	0.352363	-0.156050
	0.059067	0.320040	-0.137520
	0.121299	0.021861	0.251080
	0.062267	-0.001127	0.297650
	-0.000025	0.002825	0.315220
	-0.003866	0.404336	-0.102900
	0.054702	0.372493	-0.088820
	0.106573	0.322570	-0.042080
	0.162798	0.258357	0.019130
	0.182272	0.212379	0.074310
	-0.004169	0.436777	-0.067330
	0.061682	0.401016	-0.055560
	0.103158	0.353305	-0.011550
	0.155162	0.290703	0.044650
	0.173403	0.237444	0.105860
	0.161948	0.190880	0.170480
	0.121503	0.150599	0.231530
	0.055090	0.138571	0.280480
	-0.001398	0.146413	0.298650
	-0.004353	0.456190	-0.035270
	0.066564	0.416694	-0.022330
	0.110653	0.372722	0.018230
	0.158771	0.317440	0.064340
	0.172929	0.268861	0.120880
	0.157287	0.231447	0.184620
	0.118990	0.212601	0.237900
	0.055276	0.216755	0.276020
	-0.002190	0.229468	0.292980
	-0.004530	0.474087	-0.003530
	0.080554	0.429086	0.012240
	0.120607	0.387719	0.044620
	0.173810	0.336300	0.086060
	0.168449	0.302980	0.149070
	0.149803	0.277927	0.205030
	0.127096	0.259591	0.248980
	0.063862	0.265390	0.284190
	-0.002722	0.285047	0.297800
	0.099495	0.441822	0.040700
	0.128401	0.408047	0.070770
	0.161011	0.370220	0.116280
	0.154499	0.344714	0.188040
	0.147352	0.317208	0.246480
	0.114741	0.301904	0.280380
	0.065090	0.300255	0.299430
	0.098217	0.460000	0.059310
	0.122618	0.427953	0.090000
	0.153537	0.392756	0.137200
	0.161368	0.360706	0.217360
	0.165327	0.408093	0.147720
	0.307653	-0.017994	-0.410830
	0.301901	-0.041795	-0.234810
	0.300066	0.003373	-0.167500
	0.253399	-0.053497	-0.169900
	0.233976	-0.077449	-0.182930
	0.210099	-0.098196	-0.211010
	0.287129	0.001908	-0.392710
	0.278199	-0.009578	-0.226000
	0.279595	0.038821	-0.154870
	0.226923	0.026389	-0.174900
	0.189021	0.030674	-0.185320
	0.170164	0.003860	-0.234670
	0.270926	0.013502	-0.366650
	0.256385	0.028125	-0.211840
	0.266851	0.060772	-0.140160
	0.222084	0.077686	-0.145520
	0.129099	0.150221	-0.181880
	0.132182	0.101891	-0.232370
	0.263679	0.039255	-0.332940
	0.245248	0.084285	-0.200980
	0.131278	0.219821	-0.130430
	0.266693	0.063342	-0.312780
	0.250415	0.115439	-0.213920
	0.116358	0.272413	-0.081400
	0.269561	0.098477	-0.295750
	0.257087	0.156234	-0.193900
	0.261783	0.143417	-0.097500
	0.223606	0.162392	-0.061950
	0.282917	0.124204	-0.291210
	0.272260	0.180046	-0.198070
	0.282045	0.165345	-0.071920
	0.236020	0.177243	-0.009200
	0.196530	0.189195	0.030820
	0.302963	0.128983	-0.295100
	0.302598	0.173760	-0.208490
	0.308948	0.171747	-0.056550
	0.272908	0.157126	0.027860
	0.217939	0.157871	0.083980
	0.191693	0.171139	0.126230
	0.310851	0.101661	-0.392770
	0.327998	0.109215	-0.311960
	0.356838	0.146291	-0.208510
	0.357844	0.148953	-0.038800
	0.278767	0.118531	0.067650
	0.209256	0.116358	0.133690
	0.168826	0.124228	0.183590
	0.349816	0.086595	-0.321820
	0.383593	0.118476	-0.210010
	0.378418	0.109077	-0.040900
	0.296091	0.076429	0.083330
	0.212276	0.053948	0.151480
	0.367422	0.045432	-0.341200
	0.400617	0.072127	-0.209950
	0.390395	0.059542	-0.058690
	0.313358	0.001029	0.074110
	0.228786	-0.042716	0.146340
	0.196833	-0.085982	0.199260
	0.375228	-0.015098	-0.380500
	0.410159	-0.002379	-0.213920
	0.394995	-0.003678	-0.083360
	0.329673	-0.084914	0.025560
	0.290530	-0.156490	0.086570
	0.281816	-0.205586	0.133650
	0.371845	-0.040900	-0.398760
	0.395176	-0.050308	-0.223240
	0.393079	-0.032181	-0.112300
	0.338748	-0.119933	-0.035320
	0.308488	-0.202477	0.025930
	0.351572	-0.041180	-0.415610
	0.363301	-0.063314	-0.234330
	0.369340	-0.038524	-0.134960
	0.329460	-0.123840	-0.091150
	0.298301	-0.187099	-0.065230
	0.300475	-0.241286	-0.062950
	0.326999	-0.030686	-0.417000
	0.332050	-0.058875	-0.238000
	0.330500	-0.019965	-0.162660
	0.292487	-0.098641	-0.143500
	0.270217	-0.148017	-0.137650
	0.250591	-0.175820	-0.154330
	0.175138	0.216312	-0.020250
	0.167853	0.053215	0.199130
	0.210241	-0.162880	0.223920
	0.156847	-0.170390	0.277520
	0.135339	-0.073084	0.263330
	0.070021	-0.084704	0.310190
	0.000753	-0.079055	0.328130
	-0.110128	0.030587	-0.325900
	-0.179970	0.023209	-0.261720
	-0.258430	-0.046768	0.206490
	-0.076818	0.273539	-0.220150
	-0.071359	0.324660	-0.178530
	-0.065651	0.369739	-0.137520
	-0.121430	0.117517	0.252700
	-0.062725	0.048682	0.297650
	-0.062267	0.419103	-0.088820
	-0.113575	0.410311	-0.042080
	-0.168996	0.390576	0.019130
	-0.187739	0.359830	0.074310
	-0.069839	0.453421	-0.055560
	-0.110723	0.438545	-0.011550
	-0.161920	0.417051	0.044650
	-0.179283	0.377995	0.105860
	-0.166853	0.321907	0.170480
	-0.125317	0.248966	0.231530
	-0.058175	0.183708	0.280480
	-0.075065	0.473128	-0.022330
	-0.123973	0.309426	0.237900
	-0.059855	0.262635	0.276020
	-0.302429	0.243469	-0.167500
	-0.254313	0.148821	-0.169900
	-0.234283	0.109146	-0.182930
	-0.209835	0.069153	-0.211010
	-0.282477	0.262813	-0.154870
	-0.229161	0.208142	-0.174900
	-0.191061	0.182134	-0.185320
	-0.171541	0.140026	-0.234670
	-0.270059	0.274725	-0.140160
	-0.225269	0.255950	-0.145520
	-0.132962	0.254646	-0.181880
	-0.135150	0.208430	-0.232370
	-0.136499	0.326539	-0.130430
	-0.122467	0.367579	-0.081400
	-0.266529	0.353943	-0.097500
	-0.228432	0.342529	-0.061950
	-0.287382	0.392265	-0.071920
	-0.241230	0.367424	-0.009200
	-0.201656	0.347868	0.030820
	-0.314608	0.420242	-0.056550
	-0.278011	0.376673	0.027860
	-0.222633	0.333449	0.083980
	-0.196443	0.325810	0.126230
	-0.363443	0.436389	-0.038800
	-0.283174	0.342459	0.067650
	-0.213082	0.284658	0.133690
	-0.172495	0.260241	0.183590
	-0.383411	0.412666	-0.040900
	-0.299813	0.313896	0.083330
	-0.216342	0.225894	0.149760
	-0.394525	0.372327	-0.058690
	-0.315773	0.251732	0.074110
	-0.231122	0.141700	0.144630
	-0.190956	0.081851	0.201410
	-0.397951	0.312307	-0.083360
	-0.330568	0.178192	0.025560
	-0.289754	0.074758	0.086570
	-0.280030	0.018299	0.133650
	-0.395465	0.282061	-0.112300
	-0.339043	0.150164	-0.035320
	-0.306970	0.042781	0.025930
	-0.311990	-0.035601	0.090530
